dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23,state_sped_rev_fy20_adjusted,federal_sped_rev_fy20_adjusted,state_fed_sped_rev_fy20_adjusted,current_sped_exp_fy20_adjusted,state_sped_rev_fy21_adjusted,federal_sped_rev_fy21_adjusted,state_fed_sped_rev_fy21_adjusted,current_sped_exp_fy21_adjusted,state_sped_rev_fy22_adjusted,federal_sped_rev_fy22_adjusted,state_fed_sped_rev_fy22_adjusted,current_sped_exp_fy22_adjusted
0508280,Arkansas,3,3,JONESBORO SCHOOL DISTRICT,6719,6253000,6616,6209000,6650,6327000,6709,6829000,41304000,11081000,25609000,77994000,6816000,1576000,8392000,42205000,17461000,23991000,83657000,6838000,1589000,8427000,43441000,23346000,23266000,90053000,6725000,1858000,8583000,44404000,23677000,25048000,93129000,6701000,1760000,8461000,1002,1013,1040,1056,7940973.984,1836117.224,9777091.208,7285051.397,7787367.406,1809611.9930000002,9596979.399,7071038.933,7146119.499999999,1974347.9599999997,9120467.459999999,6723196.739999999
0508340,Arkansas,3,3,JUNCTION CITY SCHOOL DISTRICT,683,529000,654,613000,664,581000,702,590000,2554000,826000,3560000,6940000,184000,181000,365000,2671000,1241000,3971000,7883000,213000,190000,403000,2969000,1495000,3887000,8351000,184000,196000,380000,2986000,1312000,4411000,8709000,189000,174000,363000,64,67,59,65,214369.016,210873.869,425242.885,616310.921,242572.28100000002,216379.03000000003,458951.31100000005,698107.081,195522.08,208273.52,403795.6,617382.22
0508400,Arkansas,3,3,RIVERVIEW SCHOOL DISTRICT,1232,906000,1195,1003000,1189,926000,1144,960000,7739000,2172000,4452000,14363000,1016000,349000,1365000,7621000,3571000,4453000,15645000,1107000,390000,1497000,7756000,4036000,4583000,16375000,1108000,358000,1466000,7788000,5809000,5284000,18881000,1134000,446000,1580000,144,156,170,190,1183689.784,406602.101,1590291.885,1055534.394,1260692.5590000001,444146.43000000005,1704838.989,1142253.5110000002,1177382.96,380417.95999999996,1557800.92,983986.1199999999
0508490,Arkansas,3,3,KIRBY SCHOOL DISTRICT,404,221000,423,263000,406,308000,448,389000,2428000,520000,1500000,4448000,310000,77000,387000,2691000,897000,1456000,5044000,328000,116000,444000,2804000,1589000,1652000,6045000,375000,141000,516000,2918000,1265000,1906000,6089000,361000,114000,475000,38,39,57,70,361165.19,89708.773,450873.963,257475.829,373538.536,132105.092,505643.628,299514.13100000005,398482.49999999994,149829.41999999998,548311.9199999999,327286.95999999996
0508610,Arkansas,3,3,LAKE HAMILTON SCHOOL DISTRICT,4467,4433000,4342,4404000,4227,4448000,4131,4592000,23723000,4168000,19712000,47603000,1919000,911000,2830000,24107000,8189000,19792000,52088000,1910000,952000,2862000,24075000,10446000,20029000,54550000,1917000,960000,2877000,23580000,10071000,22499000,56150000,2047000,1065000,3112000,501,494,488,494,2235729.031,1061359.639,3297088.67,5164662.217,2175178.6700000004,1084172.824,3259351.4940000004,5015438.148,2037042.5399999998,1020115.2,3057157.7399999998,4726533.76
0508640,Arkansas,3,3,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),1002,654000,922,626000,927,745000,889,851000,5866000,2231000,4642000,12739000,981000,366000,1347000,6041000,2410000,4873000,13324000,1136000,322000,1458000,5825000,5672000,5457000,16954000,1031000,397000,1428000,5530000,5883000,5542000,16955000,991000,428000,1419000,111,120,111,119,1142913.069,426407.934,1569321.003,761942.046,1293718.8320000002,366705.514,1660424.3460000001,712911.962,1095561.22,421860.13999999996,1517421.3599999999,791651.8999999999
0508670,Arkansas,3,3,LAKESIDE SCHOOL DISTRICT,3570,2762000,3494,2728000,3430,2984000,3466,2994000,15638000,2943000,22048000,40629000,1135000,798000,1933000,15797000,5138000,22441000,43376000,1161000,877000,2038000,15751000,6880000,22215000,44846000,980000,915000,1895000,15851000,6062000,25211000,47124000,1158000,771000,1929000,382,379,405,423,1322330.615,929709.102,2252039.717,3217865.338,1322189.7570000002,998760.0490000001,2320949.8060000003,3106747.336,1041367.5999999999,972297.2999999999,2013664.9,3170858.0799999996
0508700,Arkansas,3,3,LAMAR SCHOOL DISTRICT,1396,1135000,1345,1222000,1350,1128000,1284,1228000,8729000,1564000,3719000,14012000,615000,351000,966000,8872000,2400000,3751000,15023000,772000,304000,1076000,9635000,3471000,3986000,17092000,935000,309000,1244000,9843000,3473000,4483000,17799000,1121000,322000,1443000,229,226,227,221,716505.135,408932.199,1125437.334,1322330.615,879182.1640000001,346206.44800000003,1225388.6120000002,1391658.814,993549.7,328349.57999999996,1321899.2799999998,1198635.3599999999
0508730,Arkansas,3,3,LAVACA SCHOOL DISTRICT,868,617000,847,712000,853,774000,837,809000,4882000,871000,3191000,8944000,257000,190000,447000,5061000,1249000,3239000,9549000,288000,213000,501000,5307000,1698000,3416000,10421000,298000,196000,494000,5270000,2089000,6805000,14164000,299000,227000,526000,153,154,156,134,299417.593,221359.31,520776.903,718835.233,327985.05600000004,242572.28100000002,570557.337,810851.944,316660.75999999995,208273.52,524934.2799999999,822467.8799999999
0508940,Arkansas,3,2,LINCOLN SCHOOL DISTRICT,1105,1072000,1050,927000,1108,906000,1122,1099000,7644000,1910000,4038000,13592000,936000,241000,1177000,7406000,3462000,4395000,15263000,957000,259000,1216000,7369000,3123000,4548000,15040000,907000,268000,1175000,7807000,4168000,5549000,17524000,1010000,276000,1286000,174,174,192,210,1090485.864,280776.809,1371262.673,1248932.528,1089867.009,294958.78300000005,1384825.7920000001,1055701.899,963796.3399999999,284782.16,1248578.4999999998,962733.7199999999
0509000,Arkansas,3,3,LITTLE ROCK SCHOOL DISTRICT,23237,32130000,21612,32017000,22054,32335000,21456,34331000,101176000,37271000,179878000,318325000,23449000,6477000,29926000,95814000,57245000,191291000,344350000,22921000,5760000,28681000,97705000,75837000,192593000,366135000,22375000,7290000,29665000,96102000,74203000,208588000,378893000,22432000,6286000,28718000,3884,3303,3348,3178,27319234.001,7546022.373,34865256.374,37433024.37,26103282.877000004,6559701.12,32662983.997,36462144.229,23776122.499999996,7746499.799999999,31522622.299999997,34359817.699999996
0509060,Arkansas,3,3,LONOKE SCHOOL DISTRICT,1725,1483000,1644,1423000,1604,1427000,1603,1511000,11046000,2049000,6763000,19858000,697000,530000,1227000,11028000,3671000,6107000,20806000,751000,500000,1251000,10737000,3559000,7982000,22278000,712000,467000,1179000,10434000,4725000,7513000,22672000,731000,473000,1204000,240,229,225,232,812039.153,617475.97,1429515.123,1727767.667,855266.587,569418.5,1424685.087,1620565.0510000002,756585.44,496243.54,1252828.98,1516358.7399999998
0509150,Arkansas,3,3,MAGAZINE SCHOOL DISTRICT,590,269000,572,299000,514,318000,493,342000,4009000,992000,1586000,6587000,546000,148000,694000,3957000,1511000,1554000,7022000,553000,157000,710000,4150000,1632000,1534000,7316000,576000,171000,747000,3916000,2142000,2035000,8093000,579000,151000,730000,80,81,82,69,636116.754,172427.252,808544.006,313398.181,629776.861,178797.409,808574.27,340512.26300000004,612069.12,181708.02,793777.1399999999,337913.16
0509190,Arkansas,3,3,MAGNET COVE SCHOOL DIST.,753,649000,750,692000,714,728000,725,750000,3880000,701000,3651000,8232000,304000,181000,485000,3923000,1149000,4343000,9415000,304000,262000,566000,4171000,1387000,4323000,9881000,317000,207000,524000,4175000,1262000,4645000,10082000,325000,196000,521000,111,115,108,143,354174.896,210873.869,565048.765,756116.801,346206.44800000003,298375.29400000005,644581.7420000001,788075.204,336850.54,219962.33999999997,556812.88,773587.3599999999
0509240,Arkansas,3,3,MALVERN SCHOOL DISTRICT,2009,2085000,1958,2152000,1933,2205000,1831,2244000,10717000,3019000,10155000,23891000,1776000,994000,2770000,11215000,4254000,10214000,25683000,1961000,1005000,2966000,11541000,6910000,10875000,29326000,1788000,637000,2425000,11264000,8277000,11494000,31035000,1913000,490000,2403000,363,362,357,353,2069127.024,1158058.706,3227185.73,2429127.165,2233259.3570000003,1144531.185,3377790.5420000004,2450777.2240000004,1899964.5599999998,676888.94,2576853.4999999995,2343077.0999999996
0509270,Arkansas,3,3,MAMMOTH SPRING SCHOOL DISTRICT,520,253000,505,260000,524,268000,508,261000,3157000,636000,1679000,5472000,310000,120000,430000,3219000,1235000,1876000,6330000,443000,174000,617000,3497000,1655000,1838000,6990000,446000,155000,601000,3661000,1584000,2061000,7306000,483000,186000,669000,72,69,71,79,361165.19,139805.88,500971.07,294757.397,504504.791,198157.638,702662.429,296097.62000000005,473928.51999999996,164706.09999999998,638634.62,284782.16
0509330,Arkansas,3,3,MANSFIELD SCHOOL DISTRICT,757,769000,715,736000,734,642000,775,726000,4695000,905000,3031000,8631000,675000,198000,873000,4821000,1781000,3174000,9776000,734000,219000,953000,4893000,2126000,3198000,10217000,714000,176000,890000,5153000,1775000,3589000,10517000,732000,226000,958000,125,122,118,115,786408.075,230679.702,1017087.777,895922.681,835906.3580000001,249405.303,1085311.661,838184.0320000001,758710.6799999999,187021.12,945731.7999999999,682202.0399999999
0509360,Arkansas,3,3,LEE COUNTY SCHOOL DISTRICT,644,572000,702,532000,636,588000,631,592000,3311000,2099000,4345000,9755000,1015000,251000,1266000,3064000,2390000,3752000,9206000,1006000,189000,1195000,3205000,3675000,4165000,11045000,1075000,158000,1233000,2997000,7765000,7217000,17979000,1097000,260000,1357000,120,104,95,101,1182524.735,292427.299,1474952.034,666408.028,1145670.022,215240.19300000003,1360910.215,605861.2840000001,1142316.5,167893.96,1310210.46,624820.5599999999
0509390,Arkansas,3,3,MARION SCHOOL DISTRICT,4021,3824000,3975,3855000,3714,4257000,3902,4238000,22072000,4203000,18247000,44522000,3223000,756000,3979000,23232000,6169000,20261000,49662000,3841000,1271000,5112000,24454000,8010000,20875000,53339000,3824000,1178000,5002000,24308000,9321000,22523000,56152000,3966000,805000,4771000,459,439,430,398,3754952.927,880777.044,4635729.971,4455147.376,4374272.917,1447461.827,5821734.744000001,4390216.635000001,4063458.8799999994,1251766.3599999999,5315225.239999999,4523573.34
0509420,Arkansas,3,3,MARKED TREE SCHOOL DISTRICT,508,574000,499,560000,530,539000,530,619000,3149000,977000,2092000,6218000,450000,255000,705000,3129000,1237000,1834000,6200000,482000,293000,775000,3480000,2371000,1947000,7798000,465000,175000,640000,3671000,2851000,2059000,8581000,500000,176000,676000,85,79,78,80,524272.05,297087.495,821359.545,668738.126,548919.434,333679.24100000004,882598.675,637748.7200000001,494118.29999999993,185958.49999999997,680076.7999999999,572752.1799999999
0509480,Arkansas,3,3,SEARCY COUNTY SCHOOL DISTRICT,843,828000,784,739000,801,837000,841,890000,6131000,1409000,3117000,10657000,769000,277000,1046000,6450000,2395000,2947000,11792000,741000,257000,998000,6538000,3724000,2887000,13149000,680000,249000,929000,6593000,3331000,4352000,14276000,699000,277000,976000,124,88,98,108,895922.681,322718.573,1218641.254,964660.572,843878.2170000001,292681.109,1136559.3260000001,841600.5430000001,722581.6,264592.37999999995,987173.9799999999,889412.94
0509510,Arkansas,3,3,MARVELL SCHOOL DISTRICT,364,120000,344,229000,317,244000,331,142000,2008000,1266000,2245000,5519000,587000,84000,671000,1956000,2183000,2969000,7108000,574000,241000,815000,1871000,3094000,2378000,7343000,572000,225000,797000,1662000,2995000,3199000,7856000,594000,162000,756000,52,47,38,27,683883.763,97864.116,781747.879,139805.88,653692.4380000001,274459.717,928152.155,260793.673,607818.6399999999,239089.49999999997,846908.1399999999,259279.27999999997
0509540,Arkansas,3,3,MAYFLOWER SCHOOL DISTRICT,1085,907000,1058,941000,992,952000,1045,845000,6230000,1237000,4015000,11482000,467000,286000,753000,6340000,2361000,3869000,12570000,510000,309000,819000,6597000,2436000,4049000,13082000,489000,284000,773000,6326000,1903000,4864000,13093000,479000,276000,755000,172,182,172,180,544077.883,333204.014,877281.897,1056699.443,580806.87,351900.63300000003,932707.503,1071645.617,519621.17999999993,301784.07999999996,821405.2599999999,1011614.2399999999
0509570,Arkansas,3,3,MAYNARD SCHOOL DISTRICT,546,465000,540,430000,581,447000,583,450000,3234000,628000,1558000,5420000,392000,129000,521000,3466000,1086000,1461000,6013000,450000,147000,597000,3734000,1339000,1550000,6623000,462000,150000,612000,4104000,1917000,1737000,7758000,504000,144000,648000,76,80,89,88,456699.208,150291.321,606990.529,541747.785,512476.65,167409.03900000002,679885.689,489699.91000000003,490930.43999999994,159392.99999999997,650323.44,474991.13999999996
0509600,Arkansas,3,3,MCCRORY SCHOOL DISTRICT,620,638000,570,639000,586,703000,574,568000,3308000,734000,2780000,6822000,252000,181000,433000,3275000,1304000,2664000,7243000,274000,164000,438000,3329000,1650000,2738000,7717000,242000,167000,409000,3246000,1325000,2969000,7540000,258000,159000,417000,99,101,100,93,293592.348,210873.869,504466.217,743301.262,312041.33800000005,186769.268,498810.606,727716.8430000001,257154.03999999998,177457.53999999998,434611.57999999996,747021.86
0509630,Arkansas,3,3,MCGEHEE SCHOOL DISTRICT,1195,1243000,1199,1257000,1150,1362000,1098,1395000,6429000,1809000,6219000,14457000,998000,367000,1365000,6586000,2982000,6652000,16220000,1155000,369000,1524000,6757000,3998000,6660000,17415000,1218000,404000,1622000,6672000,5570000,6902000,19144000,1184000,419000,1603000,163,169,177,162,1162718.902,427572.983,1590291.885,1448155.907,1315356.735,420230.85300000006,1735587.5880000002,1431518.1090000002,1294271.16,429298.48,1723569.64,1447288.44
0509720,Arkansas,3,3,MELBOURNE SCHOOL DISTRICT,931,618000,901,585000,883,618000,871,583000,4907000,879000,3747000,9533000,287000,226000,513000,5336000,1612000,3818000,10766000,397000,230000,627000,5174000,2697000,3637000,11508000,419000,256000,675000,5360000,2282000,4008000,11650000,427000,236000,663000,113,117,115,122,334369.063,263301.074,597670.137,720000.282,452118.28900000005,261932.51,714050.7990000001,666219.645,445237.77999999997,272030.72,717268.4999999999,656699.1599999999
0509750,Arkansas,3,2,MENA SCHOOL DISTRICT,1763,1313000,1734,1481000,1724,1472000,1745,1871000,9720000,2593000,6502000,18815000,933000,578000,1511000,9983000,4567000,6574000,21124000,1007000,648000,1655000,10478000,6782000,6851000,24111000,1034000,482000,1516000,10746000,6402000,7462000,24610000,1051000,505000,1556000,226,229,262,272,1086990.717,673398.322,1760389.039,1529709.337,1146808.8590000002,737966.376,1884775.235,1686617.597,1098749.0799999998,512182.83999999997,1610931.92,1564176.64
0509780,Arkansas,3,3,MINERAL SPRINGS SCHOOL DIST.,411,471000,372,443000,360,435000,375,432000,1157000,620000,6560000,8337000,568000,140000,708000,1268000,1408000,6723000,9399000,619000,144000,763000,1684000,2173000,6577000,10434000,562000,103000,665000,1411000,1338000,6772000,9521000,594000,120000,714000,72,57,70,72,661747.832,163106.86,824854.692,548738.079,704940.1030000001,163992.52800000002,868932.631,504504.791,597192.44,109449.85999999999,706642.2999999999,462239.69999999995
0509840,Arkansas,3,3,MONTICELLO SCHOOL DISTRICT,1844,1341000,1728,1751000,1748,1493000,1671,1655000,12443000,2138000,6341000,20922000,1036000,513000,1549000,12796000,3773000,6218000,22787000,1183000,544000,1727000,12259000,6731000,6812000,25802000,950000,510000,1460000,12386000,6032000,6900000,25318000,1066000,587000,1653000,216,200,208,195,1206990.764,597670.137,1804660.901,1562330.709,1347244.171,619527.3280000001,1966771.499,1994103.587,1009488.9999999999,541936.2,1551425.2,1586491.66
0509990,Arkansas,3,3,MOUNT IDA SCHOOL DISTRICT,447,431000,447,426000,418,467000,447,478000,1826000,1155000,2728000,5709000,426000,130000,556000,1844000,1614000,2643000,6101000,430000,152000,582000,2038000,2606000,3020000,7664000,408000,127000,535000,1818000,1813000,3152000,6783000,423000,109000,532000,66,64,71,75,496310.874,151456.37,647767.244,502136.119,489699.91000000003,173103.22400000002,662803.1340000001,485144.56200000003,433548.95999999996,134952.74,568501.7,496243.54
0510080,Arkansas,3,3,MT. VERNON/ENOLA SCHOOL DIST.,545,340000,519,352000,563,360000,558,409000,3014000,436000,2125000,5575000,190000,82000,272000,3089000,646000,2017000,5752000,236000,95000,331000,3415000,966000,2113000,6494000,238000,123000,361000,3631000,1201000,2733000,7565000,286000,148000,434000,69,60,74,72,221359.31,95534.018,316893.328,396116.66,268765.532,108189.51500000001,376955.047,400870.624,252903.55999999997,130702.25999999998,383605.81999999995,382543.19999999995
0510170,Arkansas,3,3,MOUNTAIN PINE SCHOOL DISTRICT,604,949000,630,989000,651,1067000,641,1176000,3774000,1214000,2438000,7426000,558000,318000,876000,3908000,1770000,2525000,8203000,599000,371000,970000,4537000,3050000,2517000,10104000,674000,222000,896000,4515000,2862000,2790000,10167000,699000,205000,904000,107,120,117,131,650097.342,370485.582,1020582.924,1105631.501,682163.363,422508.52700000006,1104671.8900000001,1126309.793,716205.8799999999,235901.63999999998,952107.5199999999,1133815.5399999998
0510200,Arkansas,3,3,MOUNTAIN VIEW SCHOOL DISTRICT,1643,1485000,1598,1551000,1580,1463000,1613,1599000,9713000,2542000,5112000,17367000,671000,416000,1087000,10140000,4280000,5170000,19590000,1019000,498000,1517000,11089000,5112000,5582000,21783000,1230000,439000,1669000,10813000,6272000,7005000,24090000,1376000,519000,1895000,232,239,233,231,781747.879,484660.384,1266408.263,1730097.765,1160474.9030000002,567140.826,1727615.729,1766336.1870000002,1307022.5999999999,466490.17999999993,1773512.7799999998,1554613.0599999998
0510260,Arkansas,3,3,MOUNTAINBURG SCHOOL DISTRICT,659,635000,681,637000,663,722000,660,772000,4528000,979000,1916000,7423000,543000,190000,733000,4790000,1476000,2496000,8762000,585000,190000,775000,5174000,1729000,2423000,9326000,604000,191000,795000,4862000,1752000,2434000,9048000,573000,214000,787000,108,128,119,129,632621.607,221359.31,853980.917,739806.115,666219.645,216379.03000000003,882598.675,725439.1690000001,641822.48,202960.41999999998,844782.8999999999,767211.6399999999
0510290,Arkansas,3,3,MULBERRY SCHOOL DISTRICT,461,423000,433,432000,450,493000,431,506000,2509000,847000,2055000,5411000,373000,119000,492000,2668000,1350000,2175000,6193000,428000,170000,598000,2744000,1696000,2255000,6695000,417000,155000,572000,2811000,2605000,2301000,7717000,423000,147000,570000,90,83,90,74,434563.277,138640.831,573204.108,492815.727,487422.23600000003,193602.29,681024.5260000001,491977.58400000003,443112.54,164706.09999999998,607818.6399999999,523871.66
0510320,Arkansas,3,3,SOUTH PIKE COUNTY SCHOOL DISTRICT,711,594000,725,622000,693,781000,655,795000,4273000,836000,3060000,8169000,587000,217000,804000,4555000,1561000,3310000,9426000,652000,227000,879000,4900000,1886000,3160000,9946000,675000,232000,907000,4750000,1419000,3354000,9523000,676000,201000,877000,123,127,135,119,683883.763,252815.633,936699.396,692039.106,742521.724,258515.999,1001037.7230000001,708356.6140000001,717268.4999999999,246527.83999999997,963796.3399999999,829906.22
0510380,Arkansas,3,3,NASHVILLE SCHOOL DISTRICT,1924,1530000,1878,1631000,1909,1617000,1931,1774000,12679000,2340000,5801000,20820000,1638000,460000,2098000,12842000,4589000,5194000,22625000,1782000,488000,2270000,13022000,6037000,5614000,24673000,1729000,452000,2181000,13498000,5165000,6395000,25058000,1771000,494000,2265000,274,267,278,261,1908350.262,535922.54,2444272.802,1782524.97,2029407.5340000002,555752.456,2585159.99,1857443.147,1837269.9799999997,480304.23999999993,2317574.2199999997,1718256.5399999998
0510410,Arkansas,3,3,NEMO VISTA SCHOOL DISTRICT,515,420000,500,486000,533,508000,538,572000,1472000,630000,3740000,5842000,235000,182000,417000,1886000,984000,3308000,6178000,319000,183000,502000,2265000,1334000,3206000,6805000,243000,135000,378000,2693000,1359000,4851000,8903000,251000,124000,375000,97,90,101,98,273786.515,212038.918,485825.433,489320.58,363289.003,208407.17100000003,571696.174,553474.782,258216.65999999997,143453.69999999998,401670.36,539810.96
0510440,Arkansas,3,3,NETTLETON SCHOOL DISTRICT,3717,3879000,3470,3647000,3623,3978000,3633,4350000,15375000,4288000,23315000,42978000,2695000,876000,3571000,15376000,7408000,25164000,47948000,3437000,994000,4431000,15613000,8596000,26366000,50575000,2636000,998000,3634000,16854000,11174000,27565000,55593000,3467000,847000,4314000,622,570,599,634,3139807.055,1020582.924,4160389.979,4519225.071,3914182.7690000003,1132003.9780000001,5046186.747,4153338.5390000003,2801066.32,1060494.76,3861561.0799999996,4227102.359999999
0510560,Arkansas,3,3,NORFORK SCHOOL DISTRICT,423,437000,473,461000,466,498000,470,491000,2126000,622000,2611000,5359000,434000,148000,582000,2223000,758000,2758000,5739000,386000,112000,498000,2509000,894000,2910000,6313000,428000,178000,606000,2463000,1890000,3032000,7385000,418000,160000,578000,68,74,75,75,505631.266,172427.252,678058.518,509126.413,439591.08200000005,127549.744,567140.826,525003.8570000001,454801.3599999999,189146.36,643947.72,529184.7599999999
0510680,Arkansas,3,2,N. LITTLE ROCK SCHOOL DISTRICT,8681,8944000,7930,9117000,8216,10104000,8200,9784000,53440000,12721000,38794000,104955000,7725000,2470000,10195000,54099000,23238000,40526000,117863000,8022000,2452000,10474000,53336000,26993000,41041000,121370000,7574000,2542000,10116000,53922000,25662000,45830000,125414000,7247000,2412000,9659000,1166,1091,977,1060,9000003.525,2877671.03,11877674.555,10420198.256,9135750.414,2792428.324,11928178.738000002,10382776.929000001,8048283.879999999,2701180.0399999996,10749463.919999998,10736712.479999999
0510920,Arkansas,3,3,OMAHA SCHOOL DISTRICT,435,414000,396,434000,411,333000,400,336000,2780000,671000,1540000,4991000,403000,137000,540000,2891000,1722000,1471000,6084000,468000,181000,649000,2867000,1566000,1572000,6005000,400000,106000,506000,2963000,1622000,1695000,6280000,422000,126000,548000,69,58,53,51,469514.747,159611.713,629126.46,482330.286,532975.716,206129.49700000003,739105.2130000001,494255.25800000003,425047.99999999994,112637.71999999999,537685.72,353852.45999999996
0510950,Arkansas,3,2,OSCEOLA SCHOOL DISTRICT,1147,797000,1101,997000,1070,1133000,983,964000,4811000,3373000,8943000,17127000,1621000,326000,1947000,4562000,4509000,9514000,18585000,1728000,394000,2122000,4817000,7196000,10053000,22066000,1697000,450000,2147000,3444000,6064000,12402000,21910000,1723000,323000,2046000,150,146,139,123,1888544.429,379805.974,2268350.403,928544.053,1967910.3360000001,448701.77800000005,2416612.114,1135420.489,1803266.14,478178.99999999994,2281445.1399999997,1203948.46
0510980,Arkansas,3,3,OUACHITA SCHOOL DISTRICT,549,289000,500,327000,507,323000,550,355000,3269000,496000,1308000,5073000,120000,107000,227000,3410000,979000,1409000,5798000,164000,130000,294000,3425000,1147000,1411000,5983000,132000,135000,267000,3925000,717000,1537000,6179000,154000,120000,274000,73,67,66,64,139805.88,124660.243,264466.123,336699.161,186769.268,148048.81000000003,334818.07800000004,372399.699,140265.84,143453.69999999998,283719.54,343226.25999999995
0511010,Arkansas,3,3,OZARK SCHOOL DISTRICT,1767,1114000,1777,1238000,1744,1151000,1777,1316000,9984000,1883000,7693000,19560000,687000,410000,1097000,9762000,2954000,7198000,19914000,877000,530000,1407000,9907000,4798000,7813000,22518000,818000,391000,1209000,9869000,4594000,8190000,22653000,853000,567000,1420000,196,193,196,206,800388.6630000001,477670.09,1278058.753,1297864.586,998760.0490000001,603583.6100000001,1602343.6590000002,1409880.2060000002,869223.1599999999,415484.42,1284707.5799999998,1223075.6199999999
0511070,Arkansas,3,3,PANGBURN SCHOOL DISTRICT,804,442000,762,401000,750,397000,753,467000,4380000,841000,5520000,10741000,231000,214000,445000,4633000,1661000,2380000,8674000,310000,238000,548000,5058000,2785000,3444000,11287000,461000,211000,672000,5081000,2074000,3532000,10687000,461000,274000,735000,102,99,107,120,269126.319,249320.486,518446.805,514951.658,353039.47000000003,271043.206,624082.6760000001,456673.63700000005,489867.81999999995,224212.81999999998,714080.6399999999,421860.13999999996
0511130,Arkansas,3,3,PARIS SCHOOL DISTRICT,1072,746000,1050,746000,1032,923000,1083,910000,6817000,1546000,3648000,12011000,995000,266000,1261000,7072000,2449000,3606000,13127000,1093000,269000,1362000,7323000,3175000,3659000,14157000,1035000,309000,1344000,7461000,3430000,3791000,14682000,1023000,238000,1261000,116,111,102,113,1159223.755,309903.034,1469126.789,869126.554,1244748.841,306347.15300000005,1551095.9940000002,849572.4020000001,1099811.7,328349.57999999996,1428161.2799999998,980798.2599999999
0511220,Arkansas,3,3,PARKERS CHAPEL SCHOOL DIST.,881,441000,837,420000,851,448000,846,497000,4474000,590000,3080000,8144000,188000,174000,362000,4579000,937000,3335000,8851000,223000,182000,405000,4868000,1666000,3355000,9889000,237000,182000,419000,5037000,949000,3729000,9715000,247000,198000,445000,81,76,79,82,219029.212,202718.526,421747.738,513786.609,253960.651,207268.33400000003,461228.98500000004,478311.54000000004,251840.93999999997,193396.83999999997,445237.77999999997,476053.75999999995
0511340,Arkansas,3,3,PERRYVILLE SCHOOL DISTRICT,913,788000,884,775000,923,823000,904,831000,5812000,970000,2337000,9119000,348000,243000,591000,5981000,1689000,2292000,9962000,428000,295000,723000,6353000,2039000,2380000,10772000,402000,259000,661000,6754000,2579000,2707000,12040000,412000,261000,673000,180,186,183,187,405437.052,283106.907,688543.959,918058.612,487422.23600000003,335956.91500000004,823379.1510000001,882598.675,427173.23999999993,275218.57999999996,702391.82,874536.2599999999
0511370,Arkansas,3,3,PIGGOTT SCHOOL DISTRICT,881,718000,850,758000,815,698000,849,652000,5031000,1375000,2773000,9179000,348000,218000,566000,4834000,1503000,2853000,9190000,383000,228000,611000,5055000,1990000,2905000,9950000,346000,209000,555000,4924000,1905000,3163000,9992000,373000,228000,601000,143,130,146,155,405437.052,253980.682,659417.734,836505.182,436174.57100000005,259654.836,695829.407,863238.4460000001,367666.51999999996,222087.58,589754.1,741708.7599999999
0511610,Arkansas,3,3,POCAHONTAS SCHOOL DISTRICT,2122,2342000,1993,2366000,2028,2367000,2004,2888000,12254000,2252000,6742000,21248000,1043000,628000,1671000,12410000,3907000,6413000,22730000,1079000,642000,1721000,12443000,3933000,6440000,22816000,1035000,528000,1563000,12851000,5270000,7529000,25650000,1077000,684000,1761000,405,314,296,321,1215146.107,731650.772,1946796.879,2728544.758,1228805.1230000001,731133.354,1959938.4770000002,2694488.342,1099811.7,561063.36,1660875.0599999998,2515221.5399999996
0511700,Arkansas,3,3,POTTSVILLE SCHOOL DISTRICT,1762,1170000,1793,1279000,1826,1346000,1856,1412000,11130000,1172000,5135000,17437000,490000,301000,791000,11473000,2376000,4829000,18678000,534000,376000,910000,12558000,3378000,5273000,21209000,614000,424000,1038000,12810000,2420000,6423000,21653000,602000,390000,992000,286,315,319,331,570874.01,350679.749,921553.759,1363107.33,608138.9580000001,428202.71200000006,1036341.67,1456572.523,652448.6799999999,450550.87999999995,1102999.5599999998,1430286.5199999998
